zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
10035,.20665587,.030750556,.0059174593,.0024782522,253.19205,.30769232,.24489796,.2631579,.018359296,.26170799
10036,.2384077,.056220368,.0057224203,.0081667835,234.48949,.30029732,.17083333,.28094423,.013860847,.32037643
10037,.1834877,.037368253,.014053018,.0012775471,288.18375,.27272728,.125,.25641027,.013573938,.23529412
10038,.17970401,.051099367,.0083298096,.0080972519,240.93283,.20304568,.11488251,.21431527,.022684989,.24231128
10039,.26609677,.02564569,.0041833394,.009821753,270.98929,.2173913,.09259259,.17730497,.019825391,.27522936
10040,.19466403,.042542126,.0043166215,.0013001872,179.58272,.36144578,.23999999,.31295845,.010609528,.27450982
10044,.21446955,.031455532,.0054332283,.005147269,250.62273,.31578946,.44444445,.43636364,.03374321,.25423729
10065,.30569017,.10700905,.018234501,.0065943948,202.93167,.26849315,.10606061,.29785249,.016485987,.30000001
10075,.24744503,.095385566,.015691133,.0071229483,245.2413,.32236841,.086956523,.28246754,.02095592,.27093595
10128,.24148341,.061880119,.010133678,.0046895212,251.98732,.32446808,.20689656,.30487806,.020482967,.28947368
10280,.22151612,.046300501,.010667272,.0097594187,219.10539,.34042552,.069767445,.32352942,.029505219,.30769232
10282,.24190871,.073029049,.015560166,.0010373445,250.81676,.34666666,.2,.32954547,.03547718,.21052632
10301,.21295528,.036799639,.0037704548,.0015081819,207.40123,.34,.25,.2397541,.016062137,.39906102
10302,.14338662,.044938616,.015751678,.0030113505,342.42538,.13235295,0,.21649484,.0097289784,.11904762
10303,.16944946,.014553249,.0022563178,.00078971119,250.13281,.15000001,.14285715,.17054264,.012071299,.20560747
10304,.16196656,.021836786,.0029947592,.000998253,270.36856,.125,0,.16571428,.018842027,.25165564
10305,.16360313,.034731392,.0058901189,.0024372905,236.85965,.22413793,.16666667,.19298245,.013506652,.23308271
10306,.15807779,.03705281,.0060335039,.0056076092,248.21455,.27058825,.06329114,.22222222,.01568711,.28506789
10307,.18461539,.049408283,.0068047335,.0029585799,236.7036,.39130434,.1,.25748503,.016272189,.2
10308,.15852614,.04421594,.0066838046,.00085689803,301.07208,.23076923,.2,.26744187,.015424165,.088888891
10309,.20547269,.024202311,.0039513977,.0024696237,274.00204,.2,.079999998,.25306123,.010372419,.23809524
10310,.2191678,.048219919,.0075108907,.011416554,247.23511,.30000001,.065789476,.25545171,.011566772,.2857143
10312,.21216744,.094116524,.0066749309,.0015256985,513.34735,.2857143,.3125,.59270519,.0123963,.24615385
10314,.18405651,.037588295,.0043895054,.0095358221,278.29663,.1724138,.31746033,.25503355,.011251261,.32286996
10451,.14617829,.023666166,.003177789,.0029269108,251.82562,.23684211,.057142857,.19787987,.012878408,.34415585
10452,.12002282,.021410126,.0031829921,.0005705363,242.67816,.21698113,.10526316,.15988779,.0065761814,.22374429
10453,.14355232,.020185636,.0039650355,.0018022889,256.56918,.22727273,.2,.25892857,.0065783546,.34246576
10454,.17399561,.027757486,.0051132212,.00014609203,212.13158,.31428573,1,.24736843,.0055514975,.34210527
10455,.16736794,.02571295,.0045192456,.0017141966,309.46362,.37931034,.27272728,.35757574,.012622721,.2962963
10456,.14237757,.016192732,.0030608214,.001678515,288.31708,.22580644,.11764706,.22560975,.0081951031,.26506025
10457,.13344333,.016603073,.0018562442,.0013406208,217.62112,.22222222,.38461539,.24844721,.0077343509,.21333334
10458,.21017908,.043532044,.0074222432,.0067742695,246.71994,.27777779,.11304348,.22056833,.011840245,.2885572
10459,.15470298,.021393212,.0037128713,.0019448374,261.27686,.19047619,.18181819,.12396694,.011138614,.22222222
10460,.13105789,.015651518,.0033000188,.0019800114,257.21387,.057142857,.095238097,.1626506,.012540071,.097744361
10461,.12563017,.02246129,.0045012604,.0031958949,270.54236,.20999999,.084507041,.18837675,.016789701,.16621985
10462,.187888,.030660078,.0060179904,.0034840999,282.85159,.23157895,.090909094,.20454545,.016406942,.21235521
10463,.15196399,.051913165,.0048645902,.020620054,294.04413,.28358209,.16549295,.21678321,.010745662,.27702704
10464,.24279615,.079775877,.0045357523,.00053361792,165.11241,.23529412,0,.15384616,.042956244,.20496894
10465,.17781338,.033940729,.0039046856,.003504205,280.53394,.17948718,.028571429,.18584071,.018722467,.21390374
10466,.27361563,.027076548,.005903909,.0026465799,345.68561,.44827586,0,.36090225,.010586319,.13461539
10467,.17980184,.022816109,.003636033,.0039996365,256.43399,.27500001,.25,.25498009,.013089719,.25694445
10468,.13609818,.033710357,.0067272861,.0012567458,216.8934,.26373628,.17647059,.16666667,.0076144007,.21359223
10469,.15670022,.028419184,.005920663,.00078942173,280.37326,.25,.125,.16319445,.013222815,.24626866
10470,.14155251,.031202435,.0057077627,0,168.57927,.33333334,,.24390244,.006849315,.16666667
10471,.17614324,.024800386,.0033873699,.001693685,259.8634,.25,.071428575,.19512194,.025526252,.28909951
10472,.1311087,.024089249,.0040477836,.0043439628,250.85416,.24390244,.22727273,.23770492,.0075032087,.27631578
10473,.14429253,.023060452,.004776808,.0019766102,246.42143,.13793103,.083333336,.20714286,.0090594627,.16363636
10474,.20944881,.026771653,.01023622,0,152.93939,.30769232,,.32352942,.011023622,.35714287
10475,.21871102,.065696463,.0039501041,.0039501041,212.28165,.10526316,.10526316,.30063292,.010810811,.15384616
10501,.1875,.010416667,.010416667,0,189,0,,0,.072916664,.14285715
10502,.063388623,.11285545,.0082938392,.0023696683,336.11465,.5,0,.14173229,.0047393367,.0625
10504,.21234387,.070536368,.018368846,.0029390154,193.9323,.28,0,.27083334,.023512123,.25
10505,.31999999,.039999999,0,0,1,,,0,0,
10506,.2388664,.078272603,.040485829,0,197.50862,.16666667,,.13793103,.022941971,.11764706
10507,.19257222,.10591472,.0068775793,.0055020633,131.95454,.40000001,.5,.14285715,.030261349,.090909094
10509,.13336602,.035793088,.0046580043,.0009806325,245.50685,.2631579,.25,.34931508,.0075999019,.29032257
10510,.092001751,.021853147,.0041520977,.0039335666,272.09,.36842105,.11111111,.31,.022071678,.22772278
10511,.1754386,.02631579,0,0,112.16666,,,.33333334,.0087719299,0
10512,.16677567,.049051668,.011445389,.0045781555,252.23666,.2,.21428572,.20666666,.02321779,.15492958
10514,.17704917,.095901638,.022950819,.0040983604,262.10257,.21428572,.40000001,.33333334,.018852459,.2173913
10516,.2512584,.038171142,.0058724834,.00041946309,206.44505,0,0,.27472529,.12667786,.37748346
10518,.22471911,.044943821,.02247191,0,270.375,.5,,.375,.033707865,.5
10520,.31673247,.13392043,.011843304,.00060734892,141.70682,.30769232,.5,.45124716,.031885818,.40952381
10522,.13112818,.056999408,.016538689,.0032486711,344.45313,.32142857,.18181819,.1865285,.014766687,.16
10523,.125,.03797847,.0068779904,.0005980861,161.76772,.17391305,0,.30708662,.017942583,.21666667
10524,.23253275,.027292576,.0054585151,0,344.56,.80000001,,.31999999,.062227074,.40350878
10526,.22543353,,,,,,,,.0057803467,0
10527,.24102564,.13846155,.06666667,0,91.703705,.53846157,,.2962963,.0051282053,0
10528,.2744973,.30928823,.010533036,.0003191829,80.116615,.18181819,0,.58926731,.0076603894,.33333334
10530,.22046204,.083828382,.014521453,.0046204622,256.18896,.54545456,.14285715,.29133859,.021122113,.3125
10532,.081714667,.016744809,.0026791694,.0013395847,227.08,.75,0,.23999999,.0080375085,.25
10533,.17840736,.046707503,.012251149,.00076569681,317.24591,.25,0,.19672132,.016079633,.33333334
10535,.19354838,.012544803,.0017921147,.0035842294,281.42856,0,0,.14285715,.034050178,.2631579
10536,.14180629,.028197793,.0057212915,.0012259911,241.0145,.42857143,.33333334,.40579709,.018798528,.52173913
10537,.30107528,.043010753,0,0,187.5,,,0,0,
10538,.23244745,.062673539,.011900039,.0055533517,327.84494,.40000001,.5714286,.30379745,.016660055,.26190478
10541,.20642044,.03244736,.007248878,.0024162927,277.56915,.047619049,.2857143,.27659574,.029340697,.28235295
10543,.18458357,.054341406,.010041347,.0023626699,260.09512,.32352942,0,.23913044,.027466036,.23655914
10546,.11375661,.034391534,.01058201,0,214.61539,0,,.07692308,.0079365084,0
10547,.14364135,.034766696,.005032022,.0105215,277.20395,.27272728,.30434781,.21052632,.018755719,.17073171
10548,.23140496,.038567495,.013774104,0,287.39285,.60000002,,.5714286,.03305785,.5
10549,.21669903,.064466022,.02368932,.0046601943,286.25,.21311475,.083333336,.20481928,.021747572,.32142857
10550,.19831756,.033648789,.010725552,.00084121979,290.11624,.23529412,0,.25624999,.013459517,.1875
10552,.20627803,.033258595,.0082212258,.00074738415,327.38763,.22727273,0,.28089887,.011958146,.375
10553,.21187428,.013969732,.0011641444,0,186.08333,1,,.33333334,.033760186,.55172414
10560,.21496005,.087872185,.03050109,.00072621641,126.23553,.40476191,0,.39669421,.022512708,.064516127
10562,.13543282,.022029165,.0052745887,.0017064846,260.86523,.44117647,.18181819,.26056337,.014427552,.33333334
10566,.15734677,.045172125,.0057094879,.00067170447,186.50557,.41176471,.25,.27137548,.010411419,.29032257
10567,.16005363,.025469169,.0050938339,.0024128687,245.18617,.2631579,.22222222,.21052632,.039410189,.21768707
10570,.23047107,.056350626,.023255814,.0056648776,215.94974,.34615386,.15789473,.2962963,.025641026,.26744187
10573,.18262234,.067056641,.013982023,.0095591387,253.9883,.20408164,.11940298,.20425531,.026679983,.33689839
10576,.42616034,.11603376,.052742615,.0042194091,247.8,.56,.5,.5272727,.023206752,.63636363
10577,.16454668,.024898512,.0051420839,.003518268,241.04892,.15789473,.23076923,.20652173,.023004059,.27058825
10578,.18072289,.25301206,.024096385,0,174.09525,.5,,.33333334,0,
10579,.15470852,.029895367,.0037369209,0,164.33749,0,,.125,.021674141,.20689656
10580,.21436875,.03255057,.0048825853,.0048825853,277.86786,.33333334,.095238097,.32142857,.023250407,.38999999
10583,.1775603,.045613423,.0062915063,.01031108,290.44446,.44444445,.16949153,.29885057,.041768614,.22594142
10588,.19371727,.031413611,.0052356021,0,163.125,1,,.25,.0052356021,0
10589,.2,.044444446,.011111111,0,336.09375,.5,,.28125,.022222223,.25
10590,.26249999,.10535714,.019642858,.0017857143,203.48305,.27272728,0,.33898306,.019642858,.36363637
10591,.188738,.077363893,.0072256136,.00087205681,149.33145,.31034482,.14285715,.23188406,.014700386,.23728813
10594,.14811321,.066981129,.0094339624,.00094339624,275.73239,.2,0,.30985916,.0066037737,.14285715
10595,.21109399,.072419107,.042372882,.0015408321,214.28723,.47272727,.5,.43617022,.017719569,.13043478
10597,.33707866,.17977528,.11235955,0,174.125,.69999999,,.75,.056179777,.80000001
10598,.1698819,.04429134,.019291339,.005511811,232.41333,.2857143,.071428575,.23555556,.028149607,.39860141
10601,.15567622,.068311945,.0065153013,.013326752,243.57753,.34848484,.14074074,.2817919,.032082923,.18153846
10603,.15228426,.025915042,.0066791344,.0013358268,367.21649,.2,.2,.15463917,.010686615,.2
10604,.12804054,.024662161,.0064189187,.00067567569,210.46576,.31578946,0,.16438356,.020270269,.23333333
10605,.19760777,.045103412,.0072265137,.0019935211,262.26794,.34482759,.25,.32044199,.010964366,.27272728
10606,.14225352,.025821596,.0042253523,.0018779343,244.13637,.33333334,0,.18181819,.010328638,.31818181
10607,.15376383,.025330003,.0024973243,0,137.19719,.14285715,,.23943663,.019265072,.24074075
10701,.16408119,.030000683,.0060821432,.0016401284,249.88902,.21348314,.041666668,.22779043,.016537962,.18595041
10703,.16546243,.023843931,.00433526,.0025289017,284.65152,.083333336,0,.16666667,.0057803467,.0625
10704,.17372642,.047441546,.0066644074,.0074550998,312.71686,.27118644,.075757578,.23809524,.01434542,.30708662
10705,.147028,.020661775,.0049408595,.0016469532,264.8768,.21212122,0,.21014492,.0076358737,.17647059
10706,.21368004,.040700961,.011305822,.0028264555,266.41666,.30000001,0,.34722221,.012436405,.45454547
10707,.15806627,.086366102,.016295491,.0043454645,215.83545,.13333334,.125,.18867925,.049429659,.07692308
10708,.23046385,.061638109,.0066861678,.022983702,247.55763,.25,.12727273,.19322033,.01671542,.125
10709,.22085202,.070627801,.012331839,.0033632286,224.2619,.45454547,0,.20634921,.028026905,.28
10710,.16521341,.054841671,.0079164756,.0065396973,300.61475,.31884059,.10526316,.25104603,.012735199,.1891892
10801,.17555812,.04213395,.0082800547,.0070223245,286.39029,.18987341,.35820895,.28109452,.037941515,.14917128
10803,.16309012,.065938354,.0081935236,.0058525167,221.15775,.2857143,.26666668,.26035503,.020288724,.1923077
10804,.23785985,.033149172,.0058156443,.0037801687,254.6886,.2,.15384616,.21052632,.01453911,.28
10805,.25741398,.02451562,.0035587188,.0011862396,238.71312,.44444445,.33333334,.33870968,.017002769,.27906978
10901,.1665706,.036887608,.0074927956,.0034582133,275.98425,.1923077,.083333336,.2421875,.017867435,.43548387
10911,.33846155,.015384615,0,0,269.75,,,.75,.1423077,.7027027
10913,.17583732,.027511962,.0035885167,.0023923444,243.30435,0,0,.34782609,.011961723,.30000001
10916,.16138764,.025641026,.0030165913,.0015082957,152.32353,.5,0,.11764706,.02413273,.125
10917,.21475354,.025853153,.0048259222,.0065494655,287.61334,.071428575,.052631579,.17333333,.014133058,.24390244
10918,.24028078,.05723542,.016198704,.0016198704,268.20001,.26666668,0,.23584905,.036717061,.41176471
10919,.091127098,.023980815,0,0,323,,,.1,.0047961632,1
10920,.17948718,.029743589,.013333334,0,144.51724,.38461539,,.34482759,.021538461,.33333334
10921,.24850658,.031063322,.0059737158,.0011947431,152.65384,.40000001,0,.23076923,.020310633,.29411766
10923,.24835886,.039387308,.0043763677,0,265.65714,0,,.33333334,.0076586432,.2857143
10924,.18314424,.057806592,.0097244736,.0021609941,190.69159,.27777779,0,.22429906,.012425716,.17391305
10925,.26773456,.025171624,0,.0022883294,144,,0,.36363637,.018306635,.375
10926,.34200743,.019826518,.0049566296,.0024783148,312.9375,0,.5,.125,.026022306,.42857143
10927,.15117289,.016507385,.00086880976,.0017376195,191.5,0,0,.2631579,.0052128583,.66666669
10928,.26731709,.023902439,.003902439,.00048780488,177.41837,.5,0,.46938777,.085853659,.625
10930,.1455,.032000002,.0085000005,.001,300.34375,.41176471,0,.28125,.0125,.16
10931,.11065574,.15437159,0,.0013661202,159.16814,,1,.22123894,.0013661202,0
10940,.14313968,.044622991,.0044499384,.010506799,264.51251,.30555555,.14117648,.21883656,.011124846,.2888889
10941,.15789473,.053049289,.0041771093,.012531328,231.47244,.1,.23333333,.15748031,.012949039,.12903225
10950,.1457672,.03941799,.010317461,.0031746032,276.198,.30769232,.16666667,.22147651,.016931217,.34375
10952,.14073226,.013729977,.0011441647,.0011441647,172.33333,1,0,.41666666,.025171624,.40909091
10954,.17455517,.07544484,.010854092,.0064056939,206.69104,.14754099,.1388889,.1981132,.018505339,.20192307
10956,.28210756,.062843032,.0065861689,.018386388,265.3559,.16666667,.089552239,.22707424,.017837541,.26153848
10958,.093812376,.023952097,.0059880242,.0059880242,184.08333,0,0,.25,.0099800397,0
10960,.19547492,.049735017,.0071341214,.0016306563,227.84427,.2857143,.5,.31557378,.039951079,.27551019
10962,.12147078,.018384768,.0026263953,.003282994,204.73215,0,.2,.071428575,.020354563,.22580644
10963,.205,.045000002,.0049999999,0,175.55556,0,,.22222222,.0049999999,1
10964,.2225,.045000002,.0125,0,240.33333,.2,,.22222222,.0275,.36363637
10965,.17627442,.039066222,.0038113387,0,229.03659,.125,,.31707317,.012386851,.26923078
10968,.2885246,.093442626,.029508196,0,152.29825,.72222221,,.43859649,.032786883,.2
10969,.25352111,.014084507,0,0,129,,,0,.098591551,.2857143
10970,.23015873,.046957672,.014550265,0,165.93661,.22727273,,.38028169,.024470899,.27027026
10973,.16159999,.0272,.0048000002,0,167.64706,.66666669,,.29411766,.0128,.25
10974,.14469178,.02739726,0,.0094178086,219.8125,,.090909094,.1875,.07191781,.48809522
10975,.12903225,.013582343,.0033955858,.0016977929,224.3125,0,1,.125,.066213921,.46153846
10976,.29807693,.10576923,.028846154,0,227.77272,.33333334,,.27272728,.057692308,.5
10977,.18908253,.018414995,.0019730353,.0029595527,255.09822,.16666667,.44444445,.32142857,.0092074974,.2857143
10980,.18662207,.020735785,.0026755852,.0006688963,333.83871,0,0,.19354838,.032107022,.29166666
10983,.3135359,.26104972,.016574586,0,90.246033,.33333334,,.76190478,.022099448,.1875
10984,.20718816,.014799154,.0063424949,0,322.85715,.33333334,,.42857143,.010570824,.2
10985,.66666669,,,,,,,,0,
10986,.24615385,.015384615,0,0,219,,,.5,.03846154,.40000001
10987,.1878453,.026703499,.0036832413,0,129.68965,.75,,.37931034,.029465931,.40625
10989,.2773208,.079905994,.0094007049,0,288.29413,.125,,.19117647,.062279671,.49056605
10990,.19878076,.071848467,.021554539,.00043544525,167.84697,.25252524,0,.23636363,.020030482,.44565219
10992,.1613079,.041416895,.0043596732,.00054495916,243.8158,0,0,.22368421,.011989101,.13636364
10993,.21875,.053125001,.0062500001,.0062500001,241.76471,1,0,.29411766,.015625,.60000002
10994,.21582182,.078853048,.0079365084,.014592934,237.19643,.16129032,.1754386,.27922079,.015617,.26229507
10996,.24492826,.016823355,.00098960905,.003463632,218.94118,.5,.14285715,.29411766,.023255814,.31914893
10998,.19245283,.064150944,0,.0075471699,202.91176,,.5,.41176471,0,
11001,.25743899,.049816117,.01003009,.0026746907,195.08389,.40000001,0,.44966444,.027749917,.49397591
11003,.17909482,.046336208,.01012931,.0034482758,273.72327,.27659574,0,.15813954,.0086206896,.175
11004,.17137097,.024865592,.0067204302,.001344086,225.59459,.2,0,.16216215,.0094086025,.21428572
11005,.21179625,.018766755,.0026809652,0,159,0,,.2857143,.0080428952,0
11010,.18630223,.04492617,.010681747,.0021991832,280.93008,.20588236,.42857143,.28671327,.020420987,.18461539
11020,.25941873,.02906351,.010764263,.0010764262,272.33334,.2,0,.25925925,.031216362,.37931034
